* ---------------------------------------------------------------------------- * RELATORIO DE FATURAMENTO - VENDAS * ----------------------------------------------------------------------------- *  Rel:0000136;;;;;;;;;;;;;;;;;;;;;;;;;;
Usuario:SMART GROUP LAMINADOS                                                                                                                                        Rech Informática Ltd    Quarta, 10/06/2026 15:09:43;;;;;;;;;;;;;;;;;;;;;;;;;;
Empresa:SMART GROUP IND.LAMINADOS SINT.L                Sigla:SMT                          CNPJ:19.551.393/0001-50  IE:294/0027549                                                                Data da Empresa:30/06/2026;;;;;;;;;;;;;;;;;;;;;;;;;;
"Cliente: Exclui 1383, 1384; Dt./hr.fatur: 01/01/2025 a 31/12/2026; CFOP: Inclui 5101, 5102, 5124, 6101, 6102, 6124, 5125, 6108, 6107, 6122, 5911, 6911;";;;;;;;;;;;;;;;;;;;;;;;;;;
"Entid.proces: Pedido, Venda do PDV, Retirada, Nota fiscal; Pos.detalhada ped: Não faturados, Faturados; Pos.item: Faturado; Tp.cód.fiscal OP: Cobradas;";;;;;;;;;;;;;;;;;;;;;;;;;;
"Tp.nat.OP: Normal; Custo mat.vend: Sobre valor médio das saídas; Deduz imp.vlr.cotação frete: Sim; Dt.ref.p/index.moeda: 00/00/0000;";;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
Dt.ent.item;Dt.faturam;Pedido;Produto;Desc.completa;Grupo;Descrição;Nro.nota;Nat.oper;Qtd.item/Ft;UN;Qtd.solic.item;Valor Fat+Valor IPI+Valor Frete;Vlr.unit.líq;Descr.Pos.item;Cliente;Razão social;Abreviação;Cidade;UF;Sig.emp;Frete;Preço ven;Diferença;Comis.prod;Comissão/Metros;
26/03/2025;28/03/2025;554;11127;GRAVACAO VENETTA PRETO;2;PRODUCAO;17467;5124;120,900;M;119,131;761,67;6,30;Faturado;31;CALCADOS BEBECE LTDA;JOCENEI;TRES COROAS;RS;SMT;0,0000;1,0000;-5,30;15,23;0,13;
26/03/2025;28/03/2025;554;11129;GRAVACAO VENETTA CANELA;2;PRODUCAO;17467;5124;152,900;M;152,174;963,27;6,30;Faturado;31;CALCADOS BEBECE LTDA;JOCENEI;TRES COROAS;RS;SMT;0,0000;1,0000;-5,30;19,27;0,13;
27/03/2025;28/03/2025;559;11817;MURANO OFF WHITE;39;STK LINE;17457;6101;40,000;M;40,000;1.556,00;38,90;Faturado;296;IND. E COM. DE CALCADOS VIASCARP;MARCELO;SAO JOAO BATISTA;SC;SMT;0,0000;38,9500;0,05;38,90;0,97;
27/03/2025;28/03/2025;559;11818;MURANO MANTEIGA;39;STK LINE;17457;6101;40,000;M;40,000;1.556,00;38,90;Faturado;296;IND. E COM. DE CALCADOS VIASCARP;MARCELO;SAO JOAO BATISTA;SC;SMT;0,0000;38,9500;0,05;38,90;0,97;
27/03/2025;28/03/2025;559;11820;MURANO PRETO;39;STK LINE;17457;6101;40,000;M;40,000;1.556,00;38,90;Faturado;296;IND. E COM. DE CALCADOS VIASCARP;MARCELO;SAO JOAO BATISTA;SC;SMT;0,0000;38,9500;0,05;38,90;0,97;
27/03/2025;28/03/2025;560;11805;VERONA CARAMELO;39;STK LINE;17473;5101;2,000;M;2,000;59,80;29,90;Faturado;999;EMBALIFE IND.DE TERMOPL LT;JOCENEI;TRES COROAS;RS;SMT;0,0000;30,9500;1,05;1,79;0,90;
27/03/2025;28/03/2025;560;11807;VERONA BUTTER;39;STK LINE;17473;5101;2,000;M;2,000;59,80;29,90;Faturado;999;EMBALIFE IND.DE TERMOPL LT;JOCENEI;TRES COROAS;RS;SMT;0,0000;30,9500;1,05;1,79;0,90;
27/03/2025;28/03/2025;560;11810;VERONA ORANGE;39;STK LINE;17473;5101;2,000;M;2,000;59,80;29,90;Faturado;999;EMBALIFE IND.DE TERMOPL LT;JOCENEI;TRES COROAS;RS;SMT;0,0000;30,9500;1,05;1,79;0,90;
27/03/2025;28/03/2025;560;11815;VERONA METAL O.LIGHT;39;STK LINE;17473;5101;2,000;M;2,000;81,80;40,90;Faturado;999;EMBALIFE IND.DE TERMOPL LT;JOCENEI;TRES COROAS;RS;SMT;0,0000;35,9500;-4,95;2,45;1,23;
27/03/2025;28/03/2025;560;11837;AMALFI METAL PRETO;39;STK LINE;17473;5101;2,000;M;2,000;105,80;52,90;Faturado;999;EMBALIFE IND.DE TERMOPL LT;JOCENEI;TRES COROAS;RS;SMT;0,0000;45,9500;-6,95;3,17;1,59;
27/03/2025;28/03/2025;560;11838;AMALFI METAL PRATA;39;STK LINE;17473;5101;2,000;M;2,000;105,80;52,90;Faturado;999;EMBALIFE IND.DE TERMOPL LT;JOCENEI;TRES COROAS;RS;SMT;0,0000;30,9500;-21,95;3,17;1,59;
27/03/2025;28/03/2025;560;11841;AMALFI METAL OURO LIGHT;39;STK LINE;17473;5101;2,000;M;2,000;105,80;52,90;Faturado;999;EMBALIFE IND.DE TERMOPL LT;JOCENEI;TRES COROAS;RS;SMT;0,0000;30,9500;-21,95;3,17;1,59;
27/03/2025;28/03/2025;561;9100023;CROCO GLOW PRATA;2;PRODUCAO;17456;6124;32,500;M;40,000;112,13;3,45;Faturado;41;SOARES COMERCIO DE MATERIAIS EM;MARCELO;SAO JOAO BATISTA;SC;SMT;0,0000;1,0000;-2,45;2,24;0,07;
27/03/2025;07/04/2025;0;47;IMPRESSAO SOLVENTE (2,10);40;IMPRESSÃO DIGITAL;17555;5124;3,000;M;100,000;18,90;6,30;Faturado;15;CALCADOS BEIRA RIO S/A FL. 17;CRISTIANO;SAPIRANGA;RS;SMT;0,0000;2,1000;-4,20;0,19;0,06;
27/03/2025;07/04/2025;0;261;IMPRESSAO SOLVENTE (2,00);40;IMPRESSÃO DIGITAL;17556;5124;3,000;M;100,000;18,90;6,30;Faturado;15;CALCADOS BEIRA RIO S/A FL. 17;CRISTIANO;SAPIRANGA;RS;SMT;0,0000;2,0000;-4,30;0,19;0,06;
27/03/2025;07/04/2025;0;261;IMPRESSAO SOLVENTE (2,00);40;IMPRESSÃO DIGITAL;17557;5124;89,000;M;97,000;560,70;6,30;Faturado;15;CALCADOS BEIRA RIO S/A FL. 17;CRISTIANO;SAPIRANGA;RS;SMT;0,0000;2,0000;-4,30;5,61;0,06;
27/03/2025;07/04/2025;562;346;FORRO LISTRAS VENEZA 0.7 MULTI AZUL KKY 1395;2;PRODUCAO;17555;5124;3,000;M;100,000;58,80;19,60;Faturado;15;CALCADOS BEIRA RIO S/A FL. 17;CRISTIANO;SAPIRANGA;RS;SMT;0,0000;1,0000;-18,60;0,59;0,20;
27/03/2025;07/04/2025;562;5773;FORRO LISTRAS VENEZA 0.7 MULTI AMARELO 995;2;PRODUCAO;17556;5124;3,000;M;100,000;58,80;19,60;Faturado;15;CALCADOS BEIRA RIO S/A FL. 17;CRISTIANO;SAPIRANGA;RS;SMT;0,0000;1,0000;-18,60;0,59;0,20;
27/03/2025;07/04/2025;562;5773;FORRO LISTRAS VENEZA 0.7 MULTI AMARELO 995;2;PRODUCAO;17557;5124;89,000;M;97,000;1.744,40;19,60;Faturado;15;CALCADOS BEIRA RIO S/A FL. 17;CRISTIANO;SAPIRANGA;RS;SMT;0,0000;1,0000;-18,60;17,44;0,20;
27/03/2025;08/04/2025;0;47;IMPRESSAO SOLVENTE (2,10);40;IMPRESSÃO DIGITAL;17571;5124;72,500;M;97,000;456,75;6,30;Faturado;15;CALCADOS BEIRA RIO S/A FL. 17;CRISTIANO;SAPIRANGA;RS;SMT;0,0000;2,1000;-4,20;4,57;0,06;
27/03/2025;08/04/2025;562;346;FORRO LISTRAS VENEZA 0.7 MULTI AZUL KKY 1395;2;PRODUCAO;17571;5124;72,500;M;97,000;1.421,00;19,60;Faturado;15;CALCADOS BEIRA RIO S/A FL. 17;CRISTIANO;SAPIRANGA;RS;SMT;0,0000;1,0000;-18,60;14,21;0,20;
28/03/2025;31/03/2025;563;12170;NAPA VENETTA TAUPE;2;PRODUCAO;17484;5124;128,000;M;127,000;921,60;7,20;Faturado;261;ENDUTEX BRASIL LTDA;;TRES COROAS;RS;SMT;0,0000;1,0000;-6,20;0,00;0,00;
28/03/2025;31/03/2025;572;11896;NAPA LINHO DAKAR PU 0,9MM - BLACK;39;STK LINE;17479;6102;5,000;M;5,000;137,10;27,42;Faturado;413;IND. E COM. DE CALCADOS ALA;MARCELO;SAO JOAO BATISTA;SC;SMT;0,0000;28,9500;1,53;4,11;0,82;
28/03/2025;31/03/2025;572;11897;NAPA LINHO DAKAR PU 0,9MM - OFF WHITE;39;STK LINE;17479;6102;5,000;M;5,000;137,10;27,42;Faturado;413;IND. E COM. DE CALCADOS ALA;MARCELO;SAO JOAO BATISTA;SC;SMT;0,0000;28,9500;1,53;4,11;0,82;
28/03/2025;31/03/2025;572;11899;NAPA LINHO DAKAR PU 0,9MM - CARAMELO;39;STK LINE;17479;6102;5,000;M;5,000;137,10;27,42;Faturado;413;IND. E COM. DE CALCADOS ALA;MARCELO;SAO JOAO BATISTA;SC;SMT;0,0000;28,9500;1,53;4,11;0,82;
28/03/2025;01/04/2025;0;383;CARTEGE/IRONING;12;TRANSFER / FILMES;17498;5124;24,000;M;25,000;36,00;1,50;Faturado;331;CALCADOS DIVALORI LTDA;JOCENEI;TRES COROAS;RS;SMT;0,0000;1,0000;-0,50;0,72;0,03;
28/03/2025;01/04/2025;0;383;CARTEGE/IRONING;12;TRANSFER / FILMES;17498;5124;24,000;M;25,000;36,00;1,50;Faturado;331;CALCADOS DIVALORI LTDA;JOCENEI;TRES COROAS;RS;SMT;0,0000;1,0000;-0,50;0,72;0,03;
28/03/2025;01/04/2025;0;383;CARTEGE/IRONING;12;TRANSFER / FILMES;17498;5124;73,800;M;75,000;110,70;1,50;Faturado;331;CALCADOS DIVALORI LTDA;JOCENEI;TRES COROAS;RS;SMT;0,0000;1,0000;-0,50;2,21;0,03;
28/03/2025;01/04/2025;0;383;CARTEGE/IRONING;12;TRANSFER / FILMES;17498;5124;74,000;M;75,000;111,00;1,50;Faturado;331;CALCADOS DIVALORI LTDA;JOCENEI;TRES COROAS;RS;SMT;0,0000;1,0000;-0,50;2,22;0,03;
28/03/2025;01/04/2025;0;383;CARTEGE/IRONING;12;TRANSFER / FILMES;17498;5124;74,500;M;75,000;111,75;1,50;Faturado;331;CALCADOS DIVALORI LTDA;JOCENEI;TRES COROAS;RS;SMT;0,0000;1,0000;-0,50;2,24;0,03;
28/03/2025;01/04/2025;0;11860;INSUMOS APLICADOS ICMS NAO DIFERIDO;18;SERVIÇOS..;17495;5124;29,000;M;30,000;33,93;1,17;Faturado;39;SANTINELLI INDUSTRIA DE CALCADOS;JOCENEI;IGREJINHA;RS;SMT;0,0000;0,0100;-1,16;0,68;0,02;
28/03/2025;01/04/2025;0;11860;INSUMOS APLICADOS ICMS NAO DIFERIDO;18;SERVIÇOS..;17495;5124;29,200;M;30,000;34,16;1,17;Faturado;39;SANTINELLI INDUSTRIA DE CALCADOS;JOCENEI;IGREJINHA;RS;SMT;0,0000;0,0100;-1,16;0,68;0,02;
28/03/2025;01/04/2025;0;11860;INSUMOS APLICADOS ICMS NAO DIFERIDO;18;SERVIÇOS..;17495;5124;29,300;M;30,000;34,28;1,17;Faturado;39;SANTINELLI INDUSTRIA DE CALCADOS;JOCENEI;IGREJINHA;RS;SMT;0,0000;0,0100;-1,16;0,69;0,02;
28/03/2025;01/04/2025;0;11860;INSUMOS APLICADOS ICMS NAO DIFERIDO;18;SERVIÇOS..;17495;5124;30,000;M;30,000;35,10;1,17;Faturado;39;SANTINELLI INDUSTRIA DE CALCADOS;JOCENEI;IGREJINHA;RS;SMT;0,0000;0,0100;-1,16;0,70;0,02;
28/03/2025;01/04/2025;0;11860;INSUMOS APLICADOS ICMS NAO DIFERIDO;18;SERVIÇOS..;17495;5124;57,500;M;60,000;67,28;1,17;Faturado;39;SANTINELLI INDUSTRIA DE CALCADOS;JOCENEI;IGREJINHA;RS;SMT;0,0000;0,0100;-1,16;1,35;0,02;
28/03/2025;01/04/2025;0;11860;INSUMOS APLICADOS ICMS NAO DIFERIDO;18;SERVIÇOS..;17495;5124;59,000;M;60,000;69,03;1,17;Faturado;39;SANTINELLI INDUSTRIA DE CALCADOS;JOCENEI;IGREJINHA;RS;SMT;0,0000;0,0100;-1,16;1,38;0,02;
28/03/2025;01/04/2025;0;11860;INSUMOS APLICADOS ICMS NAO DIFERIDO;18;SERVIÇOS..;17498;5124;19,500;M;20,000;29,25;1,50;Faturado;331;CALCADOS DIVALORI LTDA;JOCENEI;TRES COROAS;RS;SMT;0,0000;0,0100;-1,49;0,59;0,03;
28/03/2025;01/04/2025;0;11860;INSUMOS APLICADOS ICMS NAO DIFERIDO;18;SERVIÇOS..;17498;5124;24,500;M;25,000;36,75;1,50;Faturado;331;CALCADOS DIVALORI LTDA;JOCENEI;TRES COROAS;RS;SMT;0,0000;0,0100;-1,49;0,74;0,03;
28/03/2025;01/04/2025;0;11860;INSUMOS APLICADOS ICMS NAO DIFERIDO;18;SERVIÇOS..;17498;5124;24,500;M;25,000;36,75;1,50;Faturado;331;CALCADOS DIVALORI LTDA;JOCENEI;TRES COROAS;RS;SMT;0,0000;0,0100;-1,49;0,74;0,03;
28/03/2025;01/04/2025;0;11860;INSUMOS APLICADOS ICMS NAO DIFERIDO;18;SERVIÇOS..;17498;5124;25,000;M;25,000;37,50;1,50;Faturado;331;CALCADOS DIVALORI LTDA;JOCENEI;TRES COROAS;RS;SMT;0,0000;0,0100;-1,49;0,75;0,03;
28/03/2025;01/04/2025;0;11860;INSUMOS APLICADOS ICMS NAO DIFERIDO;18;SERVIÇOS..;17498;5124;42,500;M;52,000;63,75;1,50;Faturado;331;CALCADOS DIVALORI LTDA;JOCENEI;TRES COROAS;RS;SMT;0,0000;0,0100;-1,49;1,28;0,03;
28/03/2025;01/04/2025;0;11860;INSUMOS APLICADOS ICMS NAO DIFERIDO;18;SERVIÇOS..;17498;5124;74,500;M;75,000;111,75;1,50;Faturado;331;CALCADOS DIVALORI LTDA;JOCENEI;TRES COROAS;RS;SMT;0,0000;0,0100;-1,49;2,24;0,03;
28/03/2025;01/04/2025;0;11860;INSUMOS APLICADOS ICMS NAO DIFERIDO;18;SERVIÇOS..;17498;5124;75,500;M;75,000;113,25;1,50;Faturado;331;CALCADOS DIVALORI LTDA;JOCENEI;TRES COROAS;RS;SMT;0,0000;0,0100;-1,49;2,27;0,03;
28/03/2025;01/04/2025;564;8375;GRAVAÇÃO MARROCOS PRETO;2;PRODUCAO;17495;5124;57,500;M;60,000;363,98;6,33;Faturado;39;SANTINELLI INDUSTRIA DE CALCADOS;JOCENEI;IGREJINHA;RS;SMT;0,0000;1,0000;-5,33;7,28;0,13;
28/03/2025;01/04/2025;564;11415;GRAVACAO MARROCOS MARFIM;2;PRODUCAO;17495;5124;30,000;M;30,000;189,90;6,33;Faturado;39;SANTINELLI INDUSTRIA DE CALCADOS;JOCENEI;IGREJINHA;RS;SMT;0,0000;1,0000;-5,33;3,80;0,13;
28/03/2025;01/04/2025;564;11422;GRAVACAO MARROCOS BLUSH;2;PRODUCAO;17495;5124;59,000;M;60,000;373,47;6,33;Faturado;39;SANTINELLI INDUSTRIA DE CALCADOS;JOCENEI;IGREJINHA;RS;SMT;0,0000;1,0000;-5,33;7,47;0,13;
28/03/2025;01/04/2025;564;11424;GRAVACAO MARROCOS ANTIQUE;2;PRODUCAO;17495;5124;29,000;M;30,000;183,57;6,33;Faturado;39;SANTINELLI INDUSTRIA DE CALCADOS;JOCENEI;IGREJINHA;RS;SMT;0,0000;1,0000;-5,33;3,67;0,13;
28/03/2025;01/04/2025;564;11425;GRAVACAO MARROCOS CREME;2;PRODUCAO;17495;5124;29,300;M;30,000;185,47;6,33;Faturado;39;SANTINELLI INDUSTRIA DE CALCADOS;JOCENEI;IGREJINHA;RS;SMT;0,0000;1,0000;-5,33;3,71;0,13;
28/03/2025;01/04/2025;564;11436;GRAVACAO MARROCOS OURO LIGHT;2;PRODUCAO;17495;5124;29,200;M;30,000;184,84;6,33;Faturado;39;SANTINELLI INDUSTRIA DE CALCADOS;JOCENEI;IGREJINHA;RS;SMT;0,0000;1,0000;-5,33;3,70;0,13;
28/03/2025;01/04/2025;565;5578;GRAVAÇÃO LEZARD NUDE;2;PRODUCAO;17498;5124;73,800;M;75,000;501,84;6,80;Faturado;331;CALCADOS DIVALORI LTDA;JOCENEI;TRES COROAS;RS;SMT;0,0000;1,0000;-5,80;10,04;0,14;
28/03/2025;01/04/2025;565;5588;GRAVAÇÃO LEZARD PRETO;2;PRODUCAO;17498;5124;74,500;M;75,000;506,60;6,80;Faturado;331;CALCADOS DIVALORI LTDA;JOCENEI;TRES COROAS;RS;SMT;0,0000;1,0000;-5,80;10,13;0,14;
28/03/2025;01/04/2025;565;5589;GRAVAÇÃO LEZARD MARINHO;2;PRODUCAO;17498;5124;24,000;M;25,000;163,20;6,80;Faturado;331;CALCADOS DIVALORI LTDA;JOCENEI;TRES COROAS;RS;SMT;0,0000;1,0000;-5,80;3,26;0,14;
28/03/2025;01/04/2025;565;5596;GRAVAÇÃO LEZARD OFF WHITE;2;PRODUCAO;17498;5124;74,000;M;75,000;503,20;6,80;Faturado;331;CALCADOS DIVALORI LTDA;JOCENEI;TRES COROAS;RS;SMT;0,0000;1,0000;-5,80;10,06;0,14;
28/03/2025;01/04/2025;565;8115;CROCO BABY OFF WHITE;2;PRODUCAO;17498;5124;42,500;M;52,000;289,00;6,80;Faturado;331;CALCADOS DIVALORI LTDA;JOCENEI;TRES COROAS;RS;SMT;0,0000;1,0000;-5,80;5,78;0,14;
28/03/2025;01/04/2025;565;8118;CROCO BABY PRETO;2;PRODUCAO;17498;5124;75,500;M;75,000;513,40;6,80;Faturado;331;CALCADOS DIVALORI LTDA;JOCENEI;TRES COROAS;RS;SMT;0,0000;1,0000;-5,80;10,27;0,14;
28/03/2025;01/04/2025;565;8119;CROCO BABY MARINHO;2;PRODUCAO;17498;5124;24,500;M;25,000;166,60;6,80;Faturado;331;CALCADOS DIVALORI LTDA;JOCENEI;TRES COROAS;RS;SMT;0,0000;1,0000;-5,80;3,33;0,14;
28/03/2025;01/04/2025;565;8140;CROCO BABY TIRAMISSU;2;PRODUCAO;17498;5124;74,500;M;75,000;506,60;6,80;Faturado;331;CALCADOS DIVALORI LTDA;JOCENEI;TRES COROAS;RS;SMT;0,0000;1,0000;-5,80;10,13;0,14;
28/03/2025;01/04/2025;565;8259;CROCO BABY CAPPUCINO;2;PRODUCAO;17498;5124;25,000;M;25,000;170,00;6,80;Faturado;331;CALCADOS DIVALORI LTDA;JOCENEI;TRES COROAS;RS;SMT;0,0000;1,0000;-5,80;3,40;0,14;
28/03/2025;01/04/2025;565;9094;GRAVAÇÃO LEZARD BAUNILHA;2;PRODUCAO;17498;5124;24,000;M;25,000;163,20;6,80;Faturado;331;CALCADOS DIVALORI LTDA;JOCENEI;TRES COROAS;RS;SMT;0,0000;1,0000;-5,80;3,26;0,14;
28/03/2025;01/04/2025;565;11062;P CROCO BABY GINGER;2;PRODUCAO;17498;5124;24,500;M;25,000;166,60;6,80;Faturado;331;CALCADOS DIVALORI LTDA;JOCENEI;TRES COROAS;RS;SMT;0,0000;1,0000;-5,80;3,33;0,14;
28/03/2025;01/04/2025;565;11067;P CROCO BABY FERRO;2;PRODUCAO;17498;5124;19,500;M;20,000;132,60;6,80;Faturado;331;CALCADOS DIVALORI LTDA;JOCENEI;TRES COROAS;RS;SMT;0,0000;1,0000;-5,80;2,65;0,14;
28/03/2025;07/04/2025;577;11053;NAPA AUSTRIA PU 1.0 NUDE 658;2;PRODUCAO;17562;5101;160,000;M;150,000;7.184,00;44,90;Faturado;15;CALCADOS BEIRA RIO S/A FL. 17;CRISTIANO;SAPIRANGA;RS;SMT;0,0000;1,0000;-43,90;71,84;0,45;
28/03/2025;07/04/2025;577;12163;NAPA AUSTRIA PU 1.0 PRETO 01;2;PRODUCAO;17562;5101;160,000;M;150,000;7.184,00;44,90;Faturado;15;CALCADOS BEIRA RIO S/A FL. 17;CRISTIANO;SAPIRANGA;RS;SMT;0,0000;1,0000;-43,90;71,84;0,45;
28/03/2025;07/04/2025;577;12169;NAPA AUSTRIA PU 1.0 BRANCO OFF;2;PRODUCAO;17562;5101;160,000;M;150,000;7.184,00;44,90;Faturado;15;CALCADOS BEIRA RIO S/A FL. 17;CRISTIANO;SAPIRANGA;RS;SMT;0,0000;1,0000;-43,90;71,84;0,45;
29/03/2025;02/04/2025;578;5662;VERNIZ NANCY 1.0 PU NUDE 658;2;PRODUCAO;17514;5101;5,000;M;100,000;224,50;44,90;Faturado;15;CALCADOS BEIRA RIO S/A FL. 17;CRISTIANO;SAPIRANGA;RS;SMT;0,0000;1,0000;-43,90;2,25;0,45;
29/03/2025;02/04/2025;578;9000035;VERNIZ NANCY 1.0 PU MANTEIGA 1394;2;PRODUCAO;17514;5101;5,000;M;100,000;224,50;44,90;Faturado;15;CALCADOS BEIRA RIO S/A FL. 17;CRISTIANO;SAPIRANGA;RS;SMT;0,0000;1,0000;-43,90;2,25;0,45;
29/03/2025;02/04/2025;578;9000038;VERNIZ NANCY 1.0 PU CHERRY 1335;2;PRODUCAO;17517;5101;5,000;M;100,000;224,50;44,90;Faturado;15;CALCADOS BEIRA RIO S/A FL. 17;CRISTIANO;SAPIRANGA;RS;SMT;0,0000;1,0000;-43,90;2,25;0,45;
29/03/2025;02/04/2025;578;9100085;VERNIZ NANCY 1.0 PU PRETO 01;2;PRODUCAO;17516;5101;5,000;M;100,000;224,50;44,90;Faturado;15;CALCADOS BEIRA RIO S/A FL. 17;CRISTIANO;SAPIRANGA;RS;SMT;0,0000;1,0000;-43,90;2,25;0,45;
29/03/2025;02/04/2025;579;12426;METALIZADO PESPONTO VENEZA 1.0 DOURADO/ BEGE 435;2;PRODUCAO;17499;5101;3,000;M;100,000;152,70;50,90;Faturado;15;CALCADOS BEIRA RIO S/A FL. 17;CRISTIANO;SAPIRANGA;RS;SMT;0,0000;1,0000;-49,90;1,53;0,51;
29/03/2025;02/04/2025;579;12426;METALIZADO PESPONTO VENEZA 1.0 DOURADO/ BEGE 435;2;PRODUCAO;17504;5101;100,000;M;97,000;5.090,00;50,90;Faturado;15;CALCADOS BEIRA RIO S/A FL. 17;CRISTIANO;SAPIRANGA;RS;SMT;0,0000;1,0000;-49,90;50,90;0,51;
29/03/2025;03/04/2025;578;5662;VERNIZ NANCY 1.0 PU NUDE 658;2;PRODUCAO;17520;5101;103,000;M;95,000;4.624,70;44,90;Faturado;15;CALCADOS BEIRA RIO S/A FL. 17;CRISTIANO;SAPIRANGA;RS;SMT;0,0000;1,0000;-43,90;46,25;0,45;
29/03/2025;03/04/2025;578;9000035;VERNIZ NANCY 1.0 PU MANTEIGA 1394;2;PRODUCAO;17520;5101;100,000;M;95,000;4.490,00;44,90;Faturado;15;CALCADOS BEIRA RIO S/A FL. 17;CRISTIANO;SAPIRANGA;RS;SMT;0,0000;1,0000;-43,90;44,90;0,45;
29/03/2025;03/04/2025;578;9000038;VERNIZ NANCY 1.0 PU CHERRY 1335;2;PRODUCAO;17524;5101;106,000;M;95,000;4.759,40;44,90;Faturado;15;CALCADOS BEIRA RIO S/A FL. 17;CRISTIANO;SAPIRANGA;RS;SMT;0,0000;1,0000;-43,90;47,59;0,45;
29/03/2025;03/04/2025;578;9100085;VERNIZ NANCY 1.0 PU PRETO 01;2;PRODUCAO;17520;5101;109,500;M;95,000;4.916,55;44,90;Faturado;15;CALCADOS BEIRA RIO S/A FL. 17;CRISTIANO;SAPIRANGA;RS;SMT;0,0000;1,0000;-43,90;49,17;0,45;
29/03/2025;04/04/2025;578;12655;VERNIZ NANCY 1.0 PU BRANCO OFF 526;2;PRODUCAO;17535;5101;3,000;M;100,000;134,70;44,90;Faturado;15;CALCADOS BEIRA RIO S/A FL. 17;CRISTIANO;SAPIRANGA;RS;SMT;0,0000;1,0000;-43,90;1,35;0,45;
29/03/2025;07/04/2025;578;12655;VERNIZ NANCY 1.0 PU BRANCO OFF 526;2;PRODUCAO;17564;5101;106,000;M;97,000;4.759,40;44,90;Faturado;15;CALCADOS BEIRA RIO S/A FL. 17;CRISTIANO;SAPIRANGA;RS;SMT;0,0000;1,0000;-43,90;47,59;0,45;
29/03/2025;08/04/2025;580;11898;NAPA LINHO DAKAR PU 0,9MM - NATURAL;39;STK LINE;17577;6102;2,000;M;2,000;55,55;26,90;Faturado;1002;MUNDO DAS TIRAS IND.COM.LTDA;MARCIANO;NOVA SERRANA;MG;SMT;0,0000;28,9500;2,05;1,61;0,81;
31/03/2025;31/03/2025;582;12701;ECO MAXXI TRAMADO METALIZADO OURO (REVISAO);2;PRODUCAO;17483;5101;50,000;M;50,000;2.300,00;46,00;Faturado;995;CALCADOS V.S.T LTDA;;SAPIRANGA;RS;SMT;0,0000;1,0000;-45,00;0,00;0,00;
31/03/2025;31/03/2025;582;12705;ECO MAXXI TRAMADO PRETO (REVISAO);2;PRODUCAO;17483;5101;70,400;M;74,000;2.237,31;31,78;Faturado;995;CALCADOS V.S.T LTDA;;SAPIRANGA;RS;SMT;0,0000;1,0000;-30,78;0,00;0,00;
31/03/2025;31/03/2025;583;5805;NAPA PELICA PU 1.0 MARINHO 1071 (VENDA BEIRA RIO);2;PRODUCAO;17480;5101;297,000;M;300,000;10.840,50;36,50;Faturado;15;CALCADOS BEIRA RIO S/A FL. 17;CRISTIANO;SAPIRANGA;RS;SMT;0,0000;1,0000;-35,50;108,41;0,37;
31/03/2025;01/04/2025;587;9842;NAPA LEZARD PARIS PU 1.0 PRETO 01;2;PRODUCAO;17487;5101;200,000;M;200,000;7.560,00;37,80;Faturado;15;CALCADOS BEIRA RIO S/A FL. 17;CRISTIANO;SAPIRANGA;RS;SMT;0,0000;1,0000;-36,80;75,60;0,38;
31/03/2025;01/04/2025;588;11350;NOBUCK IGUANA PU 0.9 CAMEL 1165 (VENDA BEIRA RIO);2;PRODUCAO;17488;5101;201,500;M;200,000;8.765,25;43,50;Faturado;15;CALCADOS BEIRA RIO S/A FL. 17;CRISTIANO;SAPIRANGA;RS;SMT;0,0000;1,0000;-42,50;87,65;0,43;
31/03/2025;01/04/2025;588;11352;NOBUCK IGUANA PU 0.9 PRETO (VENDA BEIRA RIO);2;PRODUCAO;17488;5101;81,000;M;400,000;3.523,50;43,50;Faturado;15;CALCADOS BEIRA RIO S/A FL. 17;CRISTIANO;SAPIRANGA;RS;SMT;0,0000;1,0000;-42,50;35,24;0,44;
31/03/2025;01/04/2025;589;10150;NAPA TRAMA HAVANA PU 0.9 CREME 985 (SG-11054);2;PRODUCAO;17489;5101;169,500;M;400,000;7.441,05;43,90;Faturado;15;CALCADOS BEIRA RIO S/A FL. 17;CRISTIANO;SAPIRANGA;RS;SMT;0,0000;1,0000;-42,90;74,41;0,44;
31/03/2025;01/04/2025;589;10217;NAPA TRAMA HAVANA PU 0.9 PRETO;2;PRODUCAO;17489;5101;72,000;M;72,000;3.160,80;43,90;Faturado;15;CALCADOS BEIRA RIO S/A FL. 17;CRISTIANO;SAPIRANGA;RS;SMT;0,0000;1,0000;-42,90;31,61;0,44;
31/03/2025;01/04/2025;589;10217;NAPA TRAMA HAVANA PU 0.9 PRETO;2;PRODUCAO;17489;5101;134,500;M;128,000;5.904,55;43,90;Faturado;15;CALCADOS BEIRA RIO S/A FL. 17;CRISTIANO;SAPIRANGA;RS;SMT;0,0000;1,0000;-42,90;59,05;0,44;
